运行模式,场景,风电场景,光伏场景,日氨产量(t/day),新能源发电量(MWh),弃电量(MWh),弃电率(%),常规负荷需求量(MWh),常规负荷失供量(MWh),常规负荷供电保障率(%),园区终端用电量(MWh),本地电力自给率(%),新能源利用率(%),碱性电解槽利用率(%),PEM电解槽利用率(%),制氢装置平均利用率(%),合成氨装置利用率(%),储能容量(MWh),充电量(MWh),放电量(MWh),购电量(MWh),售电量(MWh),风电发电成本(¥/day),光伏发电成本(¥/day),碱性电解槽运维成本(¥/day),PEM电解槽运维成本(¥/day),合成氨装置运维成本(¥/day),合成氨装置资本分摊(¥/day),储能运维成本(¥/day),储能资本分摊(¥/day),购电成本(¥/day),售电收入(¥/day),日净成本(¥/day),净吨氨成本(¥/t),C-rate,日自损耗率(%),是否最优容量
离网配置储能,风电4-光伏1,4,1,47.23289794717467,876.924,171.06874060665666,19.507818306564385,60.72,0.0,100.0,704.589736655774,100.0,80.49218169343561,49.73677223750567,79.48266269628321,65.60124714885369,65.6012471488537,2.07763828,6.651990402970613,5.386467665401348,0.0,0.0,55122.6,61132.8,23873.65067400272,57227.51714132392,47.23289794717467,3287.671232876712,53.86467665401348,379.4773114155251,0.0,0.0,201124.81393422006,4258.1510488549375,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,47.24567805440796,876.924,170.77571176305315,19.47440277185402,60.72,0.0,100.0,704.7558776312188,100.0,80.52559722814598,49.736771539858914,79.51594483597749,65.61899729778882,65.61899729778884,2.30848698,7.318900555140521,5.926489949412579,0.0,0.0,55122.6,61132.8,23873.65033913228,57251.4802819038,47.24567805440796,3287.671232876712,59.264899494125785,421.64145753424657,0.0,0.0,201196.35388899557,4258.513416979613,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,47.24567805440796,876.924,170.77571176305315,19.47440277185402,60.72,0.0,100.0,704.7558776312188,100.0,80.52559722814598,49.736771539858914,79.51594483597749,65.61899729778882,65.61899729778884,2.30848698,7.318900555140521,5.926489949412579,0.0,0.0,55122.6,61132.8,23873.65033913228,57251.4802819038,47.24567805440796,3287.671232876712,59.264899494125785,421.64145753424657,0.0,0.0,201196.35388899557,4258.513416979613,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,47.30957859002085,876.924,169.31056755772494,19.30732509974923,60.72,0.0,100.0,705.5865825012463,100.0,80.69267490025076,49.73676805162545,79.682355533007,65.70774804169561,65.70774804169562,3.46273047,10.653451290329503,8.626601349300746,0.0,0.0,55122.6,61132.8,23873.648664780216,57371.29598376504,47.30957859002085,3287.671232876712,86.26601349300745,632.4621863013698,0.0,0.0,201554.05365980635,4260.322320907774,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,47.37347912563372,876.924,167.8454233523781,19.140247427642315,60.72,0.0,100.0,706.4172873712744,100.0,80.85975257235768,49.736764563392995,79.84876623003565,65.79649878560241,65.7964987856024,4.61697396,13.98800202517323,11.32671274883478,0.0,0.0,55122.6,61132.8,23873.64699042864,57491.11168562567,47.37347912563372,3287.671232876712,113.2671274883478,843.2829150684931,0.0,0.0,201911.75343061355,4262.126344893242,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,47.43737966124661,876.924,166.38027914707382,18.973169755540255,60.72,0.0,100.0,707.247992241301,100.0,81.02683024445975,49.73676107515863,80.01517692706587,65.88524952950917,65.88524952950918,5.77121745,17.322552761303157,14.026824149678074,0.0,0.0,55122.6,61132.8,23873.645316076145,57610.92738748743,47.43737966124661,3287.671232876712,140.26824149678075,1054.1036438356164,0.0,0.0,202269.45320143393,4263.925508656953,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,47.50128019685948,876.924,164.91513494174689,18.80609208343561,60.72,0.0,100.0,708.0786971113283,100.0,81.19390791656438,49.7367575869253,80.18158762409524,65.97400027341594,65.97400027341594,6.92546094,20.65710349586172,16.726935548937035,0.0,0.0,55122.6,61132.8,23873.643641724146,57730.74308934857,47.50128019685948,3287.671232876712,167.26935548937035,1264.9243726027396,0.0,0.0,202627.1529722384,4265.719831812764,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,47.565180732472356,876.924,163.44999073641614,18.639014411330532,60.72,0.0,100.0,708.9094019813556,100.0,81.36098558866946,49.73675409869203,80.3479983211245,66.06275101732268,66.06275101732271,8.07970443,23.9916542310637,19.427046948835713,0.0,0.0,55122.6,61132.8,23873.641967372176,57850.55879120964,47.565180732472356,3287.671232876712,194.27046948835712,1475.745101369863,0.0,0.0,202984.8527430492,4267.509333870209,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,47.62908126808523,876.924,161.98484653103995,18.47193673922027,60.72,0.0,100.0,709.740106851383,100.0,81.52806326077973,49.73675061045855,80.51440901815403,66.15150176122947,66.15150176122948,9.23394792,27.32620496650567,22.127158348928834,0.0,0.0,55122.6,61132.8,23873.640293020104,57970.3744930709,47.62908126808523,3287.671232876712,221.27158348928833,1686.5658301369863,0.0,0.0,203342.55251386212,4269.29403423357,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,47.69298180369812,876.924,160.5204802326639,18.304947775709632,60.72,0.0,100.0,710.5708117214106,100.0,81.69505222429036,49.73674712222515,80.68081971518349,66.24025250513625,66.24025250513628,10.38819141,30.656659998609193,24.823951952683704,0.0,0.0,55122.6,61132.8,23873.638618668072,58090.19019493211,47.69298180369812,3287.671232876712,248.23951952683703,1897.3865589041095,0.0,0.0,203700.21910671153,4271.073256546031,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,47.75688233931099,876.924,159.05588610984933,18.137932832246502,60.72,0.0,100.0,711.4015165914379,100.0,81.8620671677535,49.736743633991914,80.84723041221274,66.32900324904303,66.32900324904304,11.5424349,33.99530643450029,27.528709135786777,0.0,0.0,55122.6,61132.8,23873.63694431612,58210.00589679317,47.75688233931099,3287.671232876712,275.2870913578678,2108.2072876712327,0.0,0.0,204057.96533535438,4272.849385048413,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,48.39588769488616,876.924,145.05272195145074,16.541082459990914,60.72,0.0,100.0,719.7085652845146,100.0,83.45891754000908,49.73670875165773,82.51133738106549,67.21651068734188,67.2165106873419,23.08486979,63.93038211364584,51.76766934961138,0.0,0.0,55122.6,61132.8,23873.62020079571,59408.162914367145,48.39588769488616,3287.671232876712,517.6766934961138,4216.414573515982,0.0,0.0,207607.3415027465,4289.772362718407,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,49.034868605449375,876.924,131.28525126265052,14.971109384923954,60.72,1e-07,99.99999983530962,728.0152961926522,100.0,85.02889061507605,49.736674036350635,84.17538054488428,68.10398417423525,68.10398417423524,34.62730469,92.6277114920677,75.00425894737049,0.0,0.0,55122.6,61132.8,23873.603537448304,60606.273992316674,49.034868605449375,3287.671232876712,750.0425894737049,6324.6218611872155,0.0,0.0,211146.64808190806,4306.051062986692,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,49.67380126774611,876.924,119.84681203110094,13.66672733681607,60.72,0.0,100.0,736.3213998746971,100.0,86.33327266318393,49.736638989996635,85.8392983518417,68.99139064964733,68.99139064964737,46.16973958,109.0657168347724,88.30992874057077,0.0,0.0,55122.6,61132.8,23873.586715198384,61804.29481332602,49.67380126774611,3287.671232876712,883.0992874057076,8432.829147031964,0.0,0.0,214586.55499710655,4319.9141100651095,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,50.31271629395779,876.924,108.84106846680645,12.411687725139972,60.72,1e-07,99.99999983530962,744.6272742863259,100.0,87.58831227486003,49.7366042747911,87.50316994173954,69.87877263049694,69.87877263049694,57.71217448,123.22690554816774,99.77124830130018,0.0,0.0,55122.6,61132.8,23873.570051899726,63002.282358052464,50.31271629395779,3287.671232876712,997.7124830130017,10541.036434703197,0.0,0.0,218007.98527683906,4333.059340368397,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,50.951597507662484,876.924,98.21224388001235,11.199630056882052,60.72,0.0,100.0,752.9327091366158,100.0,88.80036994311796,49.736569228339356,89.16695376807411,70.76610764953122,70.76610764953122,69.25460938,135.41779947019018,109.63875248681836,0.0,0.0,55122.6,61132.8,23873.55322960289,64200.20671301336,50.951597507662484,3287.671232876712,1096.3875248681836,12649.243722374431,0.0,0.0,221413.41402024325,4345.563728143076,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,51.59045923833301,876.924,89.78129501015331,10.238207074974948,60.72,1e-07,99.99999983530962,761.2378907062788,100.0,89.76179292502505,49.73653451324944,90.83068656739897,71.65341560879585,71.65341560879585,80.79704427,136.04368208068792,110.13886779712011,0.0,0.0,55122.6,61132.8,23873.53656635973,65398.09432852726,51.59045923833301,3287.671232876712,1101.388677971201,14757.451008219177,0.0,0.0,224725.1322731924,4355.943629713146,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,52.22928457592062,876.924,80.7515516264301,9.208500580030892,60.72,1e-07,99.99999983530962,769.5425991673956,100.0,90.79149941996911,49.73649963404586,92.49432473666984,72.54067302211199,72.54067302211197,92.33947917,139.77398753169288,113.14413832551868,0.0,0.0,55122.6,61132.8,23873.519824342013,66595.91381040229,52.22928457592062,3287.671232876712,1131.4413832551868,16865.65829589041,0.0,0.0,228061.8338313425,4366.550981563441,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,52.86809198972212,876.924,69.52612117876289,7.928408981709121,60.72,0.0,100.0,777.8470746188111,100.0,92.07159101829087,49.73646458737247,94.15791637595045,73.42790554128074,73.42790554128072,103.88191406,155.1366494751157,125.58584527268982,0.0,0.0,55122.6,61132.8,23873.503001938785,67793.69979068432,52.86809198972212,3287.671232876712,1255.8584527268981,18973.86558173516,0.0,0.0,231492.8661519516,4378.687738474754,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,53.50684714430696,876.924,60.84572728116117,6.938540544124824,60.72,0.0,100.0,786.1508706990119,100.0,93.06145945587517,49.73642970503633,95.82137177972581,74.31506547820405,74.3150654782041,115.42434896,157.0637994724711,127.13639745264456,0.0,0.0,55122.6,61132.8,23873.486258417437,68991.38768140259,53.50684714430696,3287.671232876712,1271.3639745264456,21082.072869406395,0.0,0.0,234814.88886377387,4388.501685223248,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,54.14554858221004,876.924,52.26207075075856,5.959703549082766,60.72,1e-07,99.99999983530962,794.4539684666063,100.0,94.04029645091724,49.7363949964598,97.48468714426966,75.20215080862508,75.20215080862505,126.96678385,158.4999994725584,128.2920386899234,0.0,0.0,55122.6,61132.8,23873.469598300704,70188.97474387415,54.14554858221004,3287.671232876712,1282.920386899234,23190.28015525114,0.0,0.0,238132.86166578415,4398.013648420669,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,54.78419671361328,876.924,43.94649052249828,5.011436626491951,60.72,1e-07,99.99999983530962,802.7563732473361,100.0,94.98856337350804,49.73636011727276,99.14786383908758,76.08916210224066,76.08916210224066,138.50921875,158.49999947270481,128.27886324253933,0.0,0.0,55122.6,61132.8,23873.452856290925,71386.46196414305,54.78419671361328,3287.671232876712,1282.7886324253932,25298.487442922375,0.0,0.0,241439.04632537207,4407.092935714746,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,55.39365463170185,876.924,35.630910294293486,4.063169703907463,60.72,0.0,100.0,811.1833250333099,100.0,95.93683029609254,50.57635803531007,99.99999565582722,76.93563143291921,76.93563143291924,150.05165365,157.85019947239397,127.74043479999753,0.0,0.0,55122.6,61132.8,24276.651856948836,71999.9968721956,55.39365463170185,3287.671232876712,1277.4043479999752,27406.69473059361,0.0,0.0,244559.21269524645,4414.9318964646345,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,55.95555127378193,876.924,27.31533007326528,3.114902782141358,60.72,0.0,100.0,819.4913682393856,100.0,96.88509721785864,52.24866946703444,99.99999565848528,77.7160434358082,77.71604343580823,161.59408854,157.8501994697894,127.73289778244049,0.0,0.0,55122.6,61132.8,25079.36134417653,71999.99687410939,55.95555127378193,3287.671232876712,1277.3289778244048,29514.902016438355,0.0,0.0,247470.61599669914,4422.628503575335,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,56.5174418208717,876.924,18.99974984503275,2.166635859553707,60.72,0.0,100.0,827.7993213284988,100.0,97.83336414044629,53.92096276194463,99.99999565848513,78.49644697343288,78.49644697343291,173.13652344,157.85019947255847,127.72527064609012,0.0,0.0,55122.6,61132.8,25882.06212573342,71999.99687410929,56.5174418208717,3287.671232876712,1277.2527064609012,31623.10930410959,0.0,0.0,250382.00968511077,4430.172378974265,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,57.07929523822412,876.924,9.466690043751736,1.0795336931993806,60.72,0.0,100.0,836.1067254261033,100.0,98.92046630680062,55.5931455486498,99.99999566114002,79.27679894197792,79.27679894197794,184.67895833,164.23930995624818,132.88872542610332,0.0,0.0,55122.6,61132.8,26684.709863351905,71999.99687602081,57.07929523822412,3287.671232876712,1328.8872542610331,33731.31658995434,0.0,0.0,253345.06111170302,4438.475633841502,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,57.59761518914135,876.924,0.0,0.0,60.72,0.0,100.0,843.7704561289509,100.0,100.0,57.135764450189136,99.99999566114005,79.99668776269628,79.99668776269633,196.22139323,173.70599999999993,140.55245612895106,0.0,0.0,55122.6,61132.8,27425.166936090784,71999.99687602084,57.59761518914135,3287.671232876712,1405.5245612895105,35839.52387762557,0.0,0.0,256270.8810990926,4449.331456824038,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,57.597474543547534,876.924,0.0,0.0,60.72,0.0,100.0,843.7683765833851,100.0,100.0,57.13534586211232,99.99999566114006,79.99649242159379,79.9964924215938,207.76382813,173.70600000000002,140.5503765833854,0.0,0.0,55122.6,61132.8,27424.96601381391,71999.99687602084,57.597474543547534,3287.671232876712,1405.503765833854,37947.731165296806,0.0,0.0,258378.86652838567,4485.940895429955,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,57.597333897953845,876.924,0.0,0.0,60.72,0.0,100.0,843.7662970378212,100.0,100.0,57.13492727403573,99.99999566114015,79.99629708049142,79.99629708049146,219.30626302,173.70600000000002,140.54829703782144,0.0,0.0,55122.6,61132.8,27424.765091537152,71999.9968760209,57.597333897953845,3287.671232876712,1405.4829703782143,40055.93845114155,0.0,0.0,260486.85195585247,4522.550512795633,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,57.59719325236003,876.924,0.0,0.0,60.72,0.0,100.0,843.7642174922554,100.0,100.0,57.13450868595899,99.99999566114003,79.99610173938888,79.99610173938893,230.84869792,173.70599999999996,140.5462174922557,0.0,0.0,55122.6,61132.8,27424.564169260317,71999.99687602083,57.59719325236003,3287.671232876712,1405.4621749225569,42164.14573881279,0.0,0.0,262594.83738514554,4559.160308985816,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,57.597052606766326,876.924,0.0,0.0,60.72,0.0,100.0,843.7621379466916,100.0,100.0,57.134090097882535,99.99999566114006,79.99590639828654,79.99590639828656,242.39113281,173.70599999999996,140.54413794669182,0.0,0.0,55122.6,61132.8,27424.363246983616,71999.99687602084,57.597052606766326,3287.671232876712,1405.441379466918,44272.35302465753,0.0,0.0,264702.82281261234,4595.770283938381,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,57.596911961172516,876.924,0.0,0.0,60.72,0.0,100.0,843.7600584011259,100.0,100.0,57.13367150980558,99.99999566114016,79.99571105718401,79.99571105718405,253.93356771,173.70599999999996,140.54205840112604,0.0,0.0,55122.6,61132.8,27424.16232470668,71999.99687602092,57.596911961172516,3287.671232876712,1405.4205840112604,46380.560312328766,0.0,0.0,266810.8082419055,4632.38043771807,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,57.59677131557882,876.924,0.0,0.0,60.72,0.0,100.0,843.757978855562,100.0,100.0,57.133252921729174,99.99999566114012,79.99551571608168,79.99551571608168,265.4760026,173.70599999999996,140.53997885556214,0.0,0.0,55122.6,61132.8,27423.961402430003,71999.99687602089,57.59677131557882,3287.671232876712,1405.3997885556214,48488.76759817352,0.0,0.0,268918.79366937233,4668.990770262759,0.5,0.2,False
离网配置储能,风电4-光伏1,4,1,57.596630669985004,876.924,0.0,0.0,60.72,0.0,100.0,843.7558993099963,100.0,100.0,57.13283433365234,99.9999956611401,79.99532037497916,79.99532037497917,277.0184375,173.70600000000002,140.53789930999648,0.0,0.0,55122.6,61132.8,27423.760480153123,71999.99687602087,57.596630669985004,3287.671232876712,1405.3789930999646,50596.97488584475,0.0,0.0,271026.7790986654,4705.601281637191,0.5,0.2,False
