场景,风电场景,光伏场景,日氨产量(t/day),总负荷电量(MWh),常规负荷电量(MWh),生产负荷电量(MWh),碱性电解槽用电量(MWh),PEM电解槽用电量(MWh),合成氨装置用电量(MWh),碱性电解槽运行时数(h),PEM电解槽运行时数(h),合成氨装置运行时数(h),碱性电解槽利用率(%),PEM电解槽利用率(%),合成氨装置利用率(%),PEM制氢占比(%),高电价时段生产用电量(MWh),风电电量(MWh),光伏电量(MWh),新能源发电量(MWh),购电量(MWh),售电量(MWh),新能源自发自用比例(%),新能源供电占比(%),上网电量比例(%),新能源自发自用比例达标,新能源供电占比达标,上网电量比例达标,达标指标数,达标状态,风电发电成本(¥/day),光伏发电成本(¥/day),购电成本(¥/day),售电收入(¥/day),碱性电解槽运维成本(¥/day),PEM电解槽运维成本(¥/day),合成氨装置运维成本(¥/day),合成氨装置资本分摊(¥/day),日净成本(¥/day),净吨氨成本(¥/t),求解器,一级最优变动净成本(¥/day),二级最小购电量(MWh),三级最小售电量(MWh)
风电3-光伏2,3,2,54.0,796.3817874948234,60.72,735.6617874948234,269.2942999585862,439.3674875362372,27.000000000000004,16,24,24,56.10297915803879,91.53489323671609,75.00000000000001,65.09147963499811,213.60399999999998,271.40000000000003,250.88,522.28,277.8281874948234,3.726400000000009,98.57302596308493,65.11369397725845,0.713487018457534,True,True,True,3,全部达标,40710.00000000001,30105.6,105840.19808435574,1408.2065600000035,26929.42999585862,65905.12313043558,54.00000000000001,3287.671232876712,271423.8158835267,5026.36696080605,SciPy HiGHS MILP,197320.54463091784,277.828187428871,3.7264000000000017
风电3-光伏2,3,2,45.0,668.8628296703298,60.72,608.1428296703298,185.1426373626375,400.5001923076923,22.500000000000004,10,24,24,38.571382783882804,83.43754006410256,62.500000000000014,71.20003418803418,149.9262,271.40000000000003,250.88,522.28,237.406199646199,90.82336997586924,65.22042966383196,64.50599598078843,17.389785168084025,True,True,True,3,全部达标,40710.00000000001,30105.6,81287.88275885854,34322.15151388099,18514.263736263747,60075.028846153844,45.00000000000001,3287.671232876712,199703.29506027183,4437.851001339374,SciPy HiGHS MILP,125600.0238148351,237.40619964619884,90.82336997586926
风电3-光伏2,3,2,36.0,548.7199999397733,60.72,487.9999999397734,159.99999951818717,310.00000042158626,18.0,8,16,16,33.33333323295566,64.5833334211638,50.0,68.88888898257473,76.01780043844968,271.40000000000003,250.88,522.28,237.40619950132367,210.96619956155033,19.213372305449056,56.73454593829622,40.39331384727547,False,True,False,1,部分达标,40710.00000000001,30105.6,81287.88270925323,79724.12681430987,15999.999951818716,46500.00006323794,36.0,3287.671232876712,138203.02714287673,3838.9729761910203,SciPy HiGHS MILP,64099.75589999998,237.40619950132398,210.96619956155033
风电3-光伏3,3,3,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,271.40000000000003,85.12,356.52000000000004,700.1999999999999,0.0,100.00000000000003,33.73836020894845,0.0,True,True,True,3,全部达标,40710.00000000001,10214.400000000001,405091.809,0.0,48000.0,72000.0,72.0,3287.671232876712,579375.8802328767,8046.887225456621,SciPy HiGHS MILP,525163.809,700.2,0.0
风电3-光伏3,3,3,63.0,923.6485714491351,60.72,862.9285714491352,351.42857159308295,479.99999985605234,31.499999999999993,19,24,24,73.21428574855895,99.9999999700109,87.49999999999997,60.95238093410189,198.92857159884082,271.40000000000003,85.12,356.52000000000004,567.1285714491353,0.0,99.99999999999996,38.599096130322266,0.0,True,True,True,3,全部达标,40710.00000000001,10214.400000000001,298315.2947599788,0.0,35142.857159308296,71999.99997840785,62.999999999999986,3287.671232876712,459733.22313057166,7297.352748104312,SciPy HiGHS MILP,405521.15185714286,567.1285714285714,0.0
风电3-光伏3,3,3,54.0,798.1952197802195,60.72,737.4752197802195,283.8017582417581,426.67346153846154,26.999999999999993,16,24,24,59.12536630036627,88.89030448717948,74.99999999999997,63.210883190883216,113.0104,271.40000000000003,85.12,356.52000000000004,441.67521978021955,3.552713678800501e-15,99.99999999999999,44.66576486115347,9.964977220914676e-16,True,True,True,3,全部达标,40710.00000000001,10214.400000000001,205360.8854945054,1.3425704992187094e-12,28380.175824175807,64001.019230769234,53.999999999999986,3287.671232876712,352008.1517823272,6518.669477450504,SciPy HiGHS MILP,297796.0805494506,441.6752197802197,8.663582671776846e-16
风电3-光伏3,3,3,45.0,665.97,60.72,605.25,162.0,420.74999999999994,22.499999999999996,9,24,24,33.75,87.65624999999999,62.499999999999986,74.79999999999998,113.0104,271.40000000000003,85.12,356.52000000000004,309.45,7.105427357601002e-15,100.0,53.533942970404084,1.9929954441829352e-15,True,True,True,3,全部达标,40710.00000000001,10214.400000000001,125047.28699999998,2.685140998437419e-12,16200.0,63112.49999999999,44.99999999999999,3287.671232876712,258616.8582328767,5747.041294063926,SciPy HiGHS MILP,204404.787,309.4499999888715,4.94600087381951e-15
风电3-光伏3,3,3,36.0,548.7199999236686,60.72,487.9999999236687,159.99999938934968,310.00000053431904,18.0,8,20,20,33.33333320611452,64.58333344464981,50.0,68.88888900762645,87.85419999999999,271.40000000000003,85.12,356.52000000000004,237.4061993679769,45.20619944430818,74.64030099612462,56.73454596132783,12.679849501937667,True,True,True,3,全部达标,40710.00000000001,10214.400000000001,81287.8826635953,17083.422770004065,15999.999938934969,46500.00008014786,36.0,3287.671232876712,180952.53114555078,5026.4591984875215,SciPy HiGHS MILP,126740.45989999999,237.4061993679757,45.206199444308176
风电3-光伏4,3,4,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,271.40000000000003,20.480000000000004,291.88,764.8399999999999,0.0,100.00000000000004,27.621318797789385,0.0,True,False,True,2,部分达标,40710.00000000001,2457.6000000000004,452341.3449999999,0.0,48000.0,72000.0,72.0,3287.671232876712,618868.6162328767,8595.397447678843,SciPy HiGHS MILP,572413.345,764.84,0.0
风电3-光伏4,3,4,63.0,923.6485714285716,60.72,862.9285714285716,351.42857142857156,480.0,31.500000000000004,18,24,24,73.21428571428574,100.0,87.50000000000001,60.952380952380956,198.92857166075976,271.40000000000003,20.480000000000004,291.88,631.7685714285715,0.0,100.00000000000004,31.600763431979377,0.0,True,True,True,3,全部达标,40710.00000000001,2457.6000000000004,345564.8307595625,0.0,35142.85714285716,72000.0,63.00000000000001,3287.671232876712,499225.9591352964,7924.221573576134,SciPy HiGHS MILP,452770.6878571429,631.7685714285716,0.0
风电3-光伏4,3,4,54.0,802.7199999680068,60.72,741.9999999680069,319.99999974405443,395.0000002239525,27.000000000000007,16,24,24,66.66666661334467,82.29166671332344,75.00000000000003,58.518518551696665,78.00000023291057,271.40000000000003,20.480000000000004,291.88,510.8399999680069,0.0,99.99999999999997,36.361371338901876,0.0,True,True,True,3,全部达标,40710.00000000001,2457.6000000000004,248531.74502598497,0.0,31999.999974405444,59250.00003359288,54.000000000000014,3287.671232876712,386291.01626686,7153.537338275185,SciPy HiGHS MILP,339835.745,510.83999996800696,0.0
风电3-光伏4,3,4,45.0,670.4658241758244,60.72,609.7458241758244,197.96659340659363,389.2792307692308,22.500000000000007,10,24,24,41.24304029304034,81.09983974358975,62.50000000000002,69.20519658119656,72.05040000000001,271.40000000000003,20.480000000000004,291.88,378.58582417582437,0.0,100.00000000000003,43.53391171858698,0.0,True,True,True,3,全部达标,40710.00000000001,2457.6000000000004,167040.38660439572,0.0,19796.659340659364,58391.884615384624,45.000000000000014,3287.671232876712,291729.2017933164,6482.871150962586,SciPy HiGHS MILP,245273.93056043956,378.5858241527333,0.0
风电3-光伏4,3,4,36.0,548.72,60.72,488.0,160.0,310.0,18.000000000000004,8,24,24,33.33333333333333,64.58333333333334,50.000000000000014,68.88888888888889,72.0504,271.40000000000003,20.480000000000004,291.88,256.84000000000003,4.440892098500626e-14,100.0,53.19288526024201,1.52147872361951e-14,True,True,True,3,全部达标,40710.00000000001,2457.6000000000004,93091.97300000003,1.6782131240233866e-11,16000.0,46500.0,36.00000000000001,3287.671232876712,202083.24423287672,5613.423450913242,SciPy HiGHS MILP,155627.97299999997,256.83999999152724,0.0
风电4-光伏1,4,1,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,367.484,509.44000000000005,876.924,353.50199999999995,173.70600000000002,60.38288380749074,66.54724051782874,19.80855809625464,True,True,True,3,全部达标,55122.6,61132.8,181417.72280000002,65643.49740000001,48000.0,72000.0,72.0,3287.671232876712,355389.29663287674,4935.962453234399,SciPy HiGHS MILP,235846.2254,353.502,173.706
风电4-光伏1,4,1,63.0,927.4062362637361,60.72,866.6862362637362,381.48989010989004,453.6963461538461,31.499999999999996,20,24,24,79.47706043956042,94.52007211538461,87.49999999999999,57.61223443223442,245.9822,367.484,509.44000000000005,876.924,224.18823626373614,173.70600000000002,60.38288380749073,75.82631779931428,19.80855809625464,True,True,True,3,全部达标,55122.6,61132.8,86099.07170659336,65643.49740000001,38148.989010989004,68054.45192307691,62.99999999999999,3287.671232876712,246265.08647353598,3908.969626564063,SciPy HiGHS MILP,126722.01524065933,224.1882362637362,173.706
风电4-光伏1,4,1,54.0,799.4183241758242,60.72,738.6983241758243,293.58659340659347,418.11173076923075,27.0,15,23,23,61.16387362637364,87.10661057692307,75.0,61.942478632478625,180.44420000000002,367.484,509.44000000000005,876.924,188.9541997183106,266.4598755424864,39.22851340766444,76.3635390878591,30.38574329616778,False,True,False,1,部分达标,55122.6,61132.8,64697.91798354956,100695.18696750561,29358.659340659346,62716.75961538461,54.0,3287.671232876712,175675.22120496462,3253.2448371289743,SciPy HiGHS MILP,56132.14996208787,188.95419971830987,266.4598755424864
风电4-光伏1,4,1,45.0,666.3468956043957,60.72,605.6268956043957,165.01516483516488,418.11173076923075,22.5,9,23,23,34.378159340659344,87.10661057692307,62.5,74.33097435897436,139.0442,367.484,509.44000000000005,876.924,188.95419971831046,399.53130411391476,8.878921294453171,71.64326854904552,45.56053935277342,False,True,False,1,部分达标,55122.6,61132.8,64697.9179835495,150982.8798246484,16501.516483516487,62716.75961538461,45.0,3287.671232876712,112521.3854906789,2500.475233126198,SciPy HiGHS MILP,-7021.685752197856,188.95419971831006,399.5313041139148
风电4-光伏1,4,1,36.0,546.2199999397736,60.72,485.4999999397737,139.99999951818958,327.5000004215841,18.0,7,17,17,29.166666566289496,68.22916675449669,50.0,72.77777787146313,124.80000000000001,367.484,509.44000000000005,876.924,187.3899995013262,518.0939995615524,-18.161664992987422,65.69331047526862,59.080832496493706,False,True,False,1,部分达标,55122.6,61132.8,64162.33582925409,195787.72243431068,13999.999951818958,49125.00006323762,36.0,3287.671232876712,51078.684642876695,1418.8523511910194,SciPy HiGHS MILP,-68464.38660000006,187.38999950132768,518.0939995615526
风电4-光伏2,4,2,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,367.484,250.88,618.364,448.09619999999995,9.740200000000016,96.84968723923127,57.595559845559855,1.5751563803843718,True,True,True,3,全部达标,55122.6,30105.6,240285.61888000002,3680.821580000006,48000.0,72000.0,72.0,3287.671232876712,445192.66853287676,6183.231507401066,SciPy HiGHS MILP,356676.7973,448.0962,9.740200000000009
风电4-光伏2,4,2,63.0,928.0768407272338,60.72,867.3568407272338,386.85472581787116,449.0021149093626,31.499999999999993,21,24,24,80.59473454538983,93.54210727278388,87.49999999999997,57.01614157579209,219.61,367.484,250.88,618.364,319.45304072723377,9.740199999999994,96.84968723923127,65.57903109866282,1.5751563803843682,True,True,True,3,全部达标,55122.6,30105.6,140231.7139377218,3680.8215799999984,38685.472581787115,67350.31723640439,62.999999999999986,3287.671232876712,331165.55340879003,5256.59608585381,SciPy HiGHS MILP,242649.68215164836,319.4530406593405,9.740200000000002
风电4-光伏2,4,2,54.0,800.0889285714285,60.72,739.3689285714283,298.95142857142844,413.41749999999996,26.999999999999996,18,23,23,62.28154761904759,86.12864583333332,74.99999999999999,61.24703703703705,213.89892857142846,367.484,250.88,618.364,203.0342,21.309271428571563,93.1078551052223,74.6235458647677,3.4460724473888455,True,True,True,3,全部达标,55122.6,30105.6,69518.91008000002,8052.7736728571945,29895.142857142844,62012.62499999999,53.99999999999999,3287.671232876712,241943.77549716237,4480.440286984488,SciPy HiGHS MILP,153427.90426428567,203.03419956780903,21.309270996379976
风电4-光伏2,4,2,45.0,667.0174999999999,60.72,606.2974999999999,170.3799999999999,413.4175,22.499999999999993,9,23,23,35.495833333333316,86.12864583333334,62.49999999999998,73.49644444444445,134.16220000000004,367.484,250.88,618.364,203.0341997183092,154.3806997183093,50.068018281041816,69.56088862461492,24.965990859479092,False,True,False,1,部分达标,55122.6,30105.6,69518.90998354906,58340.46642354909,17037.999999999993,62012.625,44.999999999999986,3287.671232876712,178789.93979287666,3973.109773175037,SciPy HiGHS MILP,90274.06854999998,203.0341997183083,154.3806997183093
风电4-光伏2,4,2,36.0,548.7199999397737,60.72,487.9999999397737,159.99999951818938,310.00000042158433,18.0,8,16,16,33.33333323295612,64.5833334211634,50.0,68.88888898257429,72.80000043844773,367.484,250.88,618.364,203.034199501326,272.6781995615523,11.806573616332043,62.99857859680519,44.09671319183398,False,True,False,1,部分达标,55122.6,30105.6,69518.90990925403,103045.09161431062,15999.999951818938,46500.00006323765,36.0,3287.671232876712,117525.6895428767,3264.6024873021306,SciPy HiGHS MILP,29009.818299999977,203.0341995013254,272.6781995615523
风电4-光伏3,4,3,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,367.484,85.12,452.60400000000004,604.116,0.0,100.0,42.831024301612544,0.0,True,True,True,3,全部达标,55122.6,10214.400000000001,353873.3674,0.0,48000.0,72000.0,72.0,3287.671232876712,542570.0386328767,7535.694981012177,SciPy HiGHS MILP,473945.3674,604.116,0.0
风电4-光伏3,4,3,63.0,923.6485714927105,60.72,862.9285714927105,351.42857194168596,479.9999995510246,31.499999999999993,19,24,24,73.21428582118457,99.99999990646346,87.49999999999997,60.95238089536822,198.92857149271057,367.484,85.12,452.60400000000004,471.0445714927106,0.0,99.99999999999997,49.001753910423496,0.0,True,True,True,3,全部达标,55122.6,10214.400000000001,247096.85316575094,0.0,35142.857194168595,71999.99993265369,62.999999999999986,3287.671232876712,422927.38152545,6713.133040086507,SciPy HiGHS MILP,354302.7102571429,471.0445714285712,0.0
风电4-光伏3,4,3,54.0,797.402912157375,60.72,736.682912157375,277.46329725900154,432.2196148983735,26.999999999999993,19,24,24,57.80485359562532,90.0457531038278,74.99999999999997,64.03253554049981,123.09040000000002,367.484,85.12,452.60400000000004,344.79891215737496,7.105427357601002e-15,100.0,56.75976261178669,1.569899372873638e-15,True,True,True,3,全部达标,55122.6,10214.400000000001,155626.79624438958,2.685140998437419e-12,27746.329725900152,64832.942234756025,53.999999999999986,3287.671232876712,316884.7394379225,5868.235915517083,SciPy HiGHS MILP,248260.06818021977,344.7989120645395,1.6488092942250447e-15
风电4-光伏3,4,3,45.0,668.0907488358939,60.72,607.3707488358939,178.96599068715128,405.90475814874264,22.5,15,24,24,37.28458139315652,84.56349128098805,62.5,72.16084589310981,123.0904,367.484,85.12,452.60400000000004,215.4867488358939,1.0658141036401503e-14,100.0,67.74588643663066,2.3548490593104572e-15,True,True,True,3,全部达标,55122.6,10214.400000000001,77082.58824292196,4.027711497656128e-12,17896.599068715128,60885.7137223114,45.0,3287.671232876712,224534.5722668252,4989.6571614850045,SciPy HiGHS MILP,155909.90101835752,215.48674878378236,2.955370990666604e-15
风电4-光伏3,4,3,36.0,548.7199999397733,60.72,487.99999993977315,159.99999951818603,310.0000004215872,18.0,8,17,17,33.333333232955425,64.58333342116399,50.0,68.88888898257494,73.02780043845067,367.484,85.12,452.60400000000004,203.03419950132255,106.91819956154932,52.75419591450835,62.99857859680578,23.62290204274582,False,True,False,1,部分达标,55122.6,10214.400000000001,69518.90990925283,40404.38761430949,15999.999951818603,46500.000063238076,36.0,3287.671232876712,160275.19354287675,4452.088709524354,SciPy HiGHS MILP,91650.52229999998,203.0341995013241,106.91819956154934
风电4-光伏4,4,4,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,367.484,20.480000000000004,387.964,668.7560000000001,0.0,99.99999999999999,36.71398289045348,0.0,True,True,True,3,全部达标,55122.6,2457.6000000000004,401122.9034,0.0,48000.0,72000.0,72.0,3287.671232876712,582062.7746328767,8084.205203234399,SciPy HiGHS MILP,521194.9034,668.756,0.0
风电4-光伏4,4,4,63.0,923.6485714285711,60.72,862.9285714285712,351.4285714285713,480.0,31.499999999999993,18,24,24,73.2142857142857,100.0,87.49999999999997,60.952380952380956,198.92857142857127,367.484,20.480000000000004,387.964,535.6845714285712,0.0,99.99999999999999,42.003421214624005,0.0,True,True,True,3,全部达标,55122.6,2457.6000000000004,294346.3891142856,0.0,35142.85714285713,72000.0,62.999999999999986,3287.671232876712,462420.1174900194,7340.001864920943,SciPy HiGHS MILP,401552.24625714286,535.6845714285711,0.0
风电4-光伏4,4,4,54.0,802.1526373626373,60.72,741.4326373626373,315.4610989010988,398.97153846153844,26.999999999999996,16,24,24,65.72106227106225,83.11907051282051,74.99999999999999,59.10689458689461,82.13040000000001,367.484,20.480000000000004,387.964,414.1886373626372,0.0,100.00000000000003,48.3653586523844,0.0,True,True,True,3,全部达标,55122.6,2457.6000000000004,197774.11533406586,0.0,31546.10989010988,59845.730769230766,53.99999999999999,3287.671232876712,350087.8272262832,6483.107911597837,SciPy HiGHS MILP,289219.95599340665,414.18863736263717,0.0
风电4-光伏4,4,4,45.0,669.081208845917,60.72,608.361208845917,186.88967076733616,398.9715380785808,22.499999999999996,15,24,24,38.93534807652836,83.11907043303766,62.499999999999986,70.92827343619214,82.13040000000001,367.484,20.480000000000004,387.964,281.11720884591693,0.0,100.00000000000003,57.98459064022891,0.0,True,True,True,3,全部达标,55122.6,2457.6000000000004,116946.52965300996,0.0,18688.967076733614,59845.730711787124,44.99999999999999,3287.671232876712,256394.09867440743,5697.6466372090545,SciPy HiGHS MILP,195526.22742197805,281.11720879120867,0.0
风电4-光伏4,4,4,36.0,548.7199999300904,60.72,487.9999999300905,159.9999994407232,310.00000048936727,18.000000000000004,8,18,18,33.33333321681734,64.58333343528486,50.000000000000014,68.88888899763717,63.958200508941935,367.484,20.480000000000004,387.964,203.03419942114851,42.27819949105806,78.20509145639384,62.998578610763964,10.89745427180307,True,True,True,3,全部达标,55122.6,2457.6000000000004,69518.90988180124,15976.931587670842,15999.99994407232,46500.00007340509,36.00000000000001,3287.671232876712,176945.84954448452,4915.162487346792,SciPy HiGHS MILP,116077.97830000002,203.0341980961,42.278199491058075
风电5-光伏1,5,1,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,309.98,509.44000000000005,819.4200000000001,395.9442,158.6442,61.27890459105221,62.53083125141949,19.360547704473895,True,True,True,3,全部达标,46497.0,61132.8,201792.07508,59951.64318000001,48000.0,72000.0,72.0,3287.671232876712,372829.90313287673,5178.193099067732,SciPy HiGHS MILP,261912.4319,395.9442,158.64419999999998
风电5-光伏1,5,1,63.0,927.5685989010988,60.72,866.8485989010989,382.78879120879117,452.5598076923077,31.499999999999996,21,24,24,79.74766483516483,94.28329326923077,87.49999999999999,57.46791208791209,241.3622,309.98,509.44000000000005,819.4200000000001,266.7927989010989,158.6442,61.278904591052196,71.23740505907907,19.360547704473895,True,True,True,3,全部达标,46497.0,61132.8,105671.14305252745,59951.64318000001,38278.879120879115,67883.97115384616,62.99999999999999,3287.671232876712,262862.8213801294,4172.42573619253,SciPy HiGHS MILP,151945.35014725276,266.79279890109893,158.64419999999998
风电5-光伏1,5,1,54.0,798.5584615384615,60.72,737.8384615384615,286.7076923076923,424.13076923076926,27.0,15,24,24,59.73076923076923,88.36057692307693,75.0,62.834188034188045,199.9622,309.98,509.44000000000005,819.4200000000001,212.75019971831426,233.6117381798527,42.981196900282455,73.3582185944858,28.509401549858765,False,True,False,1,部分达标,46497.0,61132.8,72845.6683835508,88281.87585816634,28670.76923076923,63619.61538461539,54.0,3287.671232876712,187825.64837364582,3478.2527476601076,SciPy HiGHS MILP,76908.1771307692,212.75019971831202,233.61173817985272
风电5-光伏1,5,1,45.0,665.7199999397733,60.72,604.9999999397733,159.9999995181868,422.50000042158655,22.5,8,24,24,33.33333323295558,88.02083342116387,62.5,75.11111118605983,137.8622,309.98,509.44000000000005,819.4200000000001,212.75019950132332,366.45019956155,10.558639144382607,68.04208983948651,44.72068042780869,False,True,False,1,部分达标,46497.0,61132.8,72845.6683092531,138481.53041430976,15999.99995181868,63375.00006323798,45.0,3287.671232876712,124701.60914287672,2771.146869841705,SciPy HiGHS MILP,13784.137899999945,212.75019913479008,366.45019956155
风电5-光伏1,5,1,36.0,548.7199999397733,60.72,487.9999999397733,159.99999951818677,310.00000042158655,18.0,8,16,16,33.333333232955574,64.58333342116387,50.0,68.8888889825748,79.18200000000002,309.98,509.44000000000005,819.4200000000001,212.7501995013233,483.45019956155,-17.998144922396328,61.22791231872825,58.99907246119815,False,True,False,1,部分达标,46497.0,61132.8,72845.66830925309,182695.83041430975,15999.999951818678,46500.00006323798,36.0,3287.671232876712,63603.30914287673,1766.7585873021314,SciPy HiGHS MILP,-47314.16210000004,212.75019950132358,483.45019956155
风电5-光伏2,5,2,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,309.98,250.88,560.8599999999999,505.7104,9.850400000000008,96.48739435866351,52.14338708456354,1.756302820668261,True,True,True,3,全部达标,46497.0,30105.6,268215.21396,3722.466160000003,48000.0,72000.0,72.0,3287.671232876712,464455.01903287676,6450.7641532344,SciPy HiGHS MILP,384564.7478,505.7104,9.850400000000008
风电5-光伏2,5,2,63.0,928.711456119928,60.72,867.991456119928,391.93164895942493,444.559807160503,31.499999999999993,21,24,24,81.65242686654686,92.61662649177146,87.49999999999997,56.452039004508336,223.50400000000002,309.98,250.88,560.8599999999999,377.7018561199279,9.850400000000008,96.48739435866351,59.33054840327564,1.756302820668261,True,True,True,3,全部达标,46497.0,30105.6,169306.10440724422,3722.466160000003,39193.16489594249,66683.97107407545,62.999999999999986,3287.671232876712,351414.04545013886,5578.000721430775,SciPy HiGHS MILP,271523.7741901098,377.7018560439558,9.850400000000011
风电5-光伏2,5,2,54.0,799.1516183574878,60.72,738.4316183574878,291.45294685990336,419.97867149758434,26.999999999999993,17,24,24,60.71936392914653,87.49555656199674,74.99999999999997,62.21906244408658,223.50400000000002,309.98,250.88,560.8599999999999,248.14201835748776,9.850400000000008,96.48739435866351,68.94931917081027,1.756302820668261,True,True,True,3,全部达标,46497.0,30105.6,90611.45895033806,3722.466160000003,29145.294685990335,62996.80072463765,53.999999999999986,3287.671232876712,258975.35943384276,4795.839989515607,SciPy HiGHS MILP,179085.0882009662,248.14201834773772,9.850400000000011
风电5-光伏2,5,2,45.0,669.0076373626371,60.72,608.2876373626372,186.30109890109875,399.48653846153843,22.499999999999993,10,24,24,38.812728937728906,83.22636217948717,62.49999999999998,71.01982905982906,156.7638376764845,309.98,250.88,560.8599999999999,226.8301996861527,118.68256232351548,57.678364538916824,66.09452762297856,21.16081773054158,False,True,False,1,部分达标,46497.0,30105.6,77666.66037253867,44850.140302056505,18630.109890109874,59922.980769230766,44.999999999999986,3287.671232876712,191304.88196269952,4251.2195991711005,SciPy HiGHS MILP,111414.61071868129,226.83019968615278,118.68256232351548
风电5-光伏2,5,2,36.0,548.7199999397737,60.72,487.9999999397737,159.99999951818938,310.00000042158433,18.0,8,16,16,33.33333323295612,64.5833334211634,50.0,68.88888898257429,72.80000043844773,309.98,250.88,560.8599999999999,226.830199501326,238.9701995615523,14.78436702151971,58.661940602452525,42.60781648924016,False,True,False,1,部分达标,46497.0,30105.6,77666.66030925402,90306.83841431062,15999.999951818938,46500.00006323765,36.0,3287.671232876712,129786.0931428767,3605.1692539687974,SciPy HiGHS MILP,49895.82189999998,226.83019950132592,238.97019956155228
风电5-光伏3,5,3,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,309.98,85.12,395.1,661.62,0.0,100.0,37.38928003633886,0.0,True,True,True,3,全部达标,46497.0,10214.400000000001,381336.277,0.0,48000.0,72000.0,72.0,3287.671232876712,561407.3482328767,7797.324281012177,SciPy HiGHS MILP,501408.277,661.62,0.0
风电5-光伏3,5,3,63.0,923.6485714285714,60.72,862.9285714285713,351.4285714285714,480.0,31.5,20,24,24,73.21428571428571,100.0,87.5,60.952380952380956,198.92857142857142,309.98,85.12,395.1,528.5485714285714,0.0,99.99999999999997,42.77600942844681,0.0,True,True,True,3,全部达标,46497.0,10214.400000000001,274559.76271428564,0.0,35142.85714285714,72000.0,63.0,3287.671232876712,441764.69109001954,7012.137953809834,SciPy HiGHS MILP,381765.61985714285,528.5485714285713,0.0
风电5-光伏3,5,3,54.0,796.8406044730194,60.72,736.1206044730194,272.96483578415604,436.1557686888634,26.999999999999993,17,24,24,56.867674121699174,90.86578514351321,74.99999999999997,64.61566943538718,129.0344,309.98,85.12,395.1,401.7406044730194,0.0,100.0,49.58331663599076,0.0,True,True,True,3,全部达标,46497.0,10214.400000000001,183907.24015691198,0.0,27296.483578415602,65423.36530332951,53.999999999999986,3287.671232876712,336680.16027153376,6234.817782806181,SciPy HiGHS MILP,276681.089010989,401.74060439560435,0.0
风电5-光伏3,5,3,45.0,667.2142512592734,60.72,606.4942512592734,171.954010074187,412.0402411850864,22.5,13,24,24,35.82375209878896,85.84171691355968,62.5,73.25159843290425,129.0344,309.98,85.12,395.1,272.11425125927343,0.0,99.99999999999999,59.216361049588514,0.0,True,True,True,3,全部达标,46497.0,10214.400000000001,105172.19321488267,0.0,17195.401007418703,61806.03617776296,45.0,3287.671232876712,244217.70163294105,5427.060036287579,SciPy HiGHS MILP,184218.63038164246,272.11425119770007,0.0
风电5-光伏3,5,3,36.0,548.7199999322236,60.72,487.9999999322236,159.9999994577886,310.000000474435,18.0,8,17,17,33.33333322037262,64.58333343217396,50.0,68.88888899431889,88.93380049341246,309.98,85.12,395.1,226.83019943881118,73.21019950658754,62.9409265975259,58.66194061327662,18.52953670123704,True,True,True,3,全部达标,46497.0,10214.400000000001,77666.66028784894,27666.134393539436,15999.999945778858,46500.000071165254,36.0,3287.671232876712,172535.59714413033,4792.655476225842,SciPy HiGHS MILP,112536.5259,226.83019943880913,73.21019950658756
风电5-光伏4,5,4,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,309.98,20.480000000000004,330.4599999999999,726.26,0.0,100.00000000000004,31.272238625179792,0.0,True,True,True,3,全部达标,46497.0,2457.6000000000004,428585.813,0.0,48000.0,72000.0,72.0,3287.671232876712,600900.0842328767,8345.834503234399,SciPy HiGHS MILP,548657.813,726.26,0.0
风电5-光伏4,5,4,63.0,923.6485715062353,60.72,862.9285715062354,351.4285720498828,479.9999994563525,31.5,24,24,24,73.21428584372558,99.9999998867401,87.5,60.95238088334634,198.9285715062353,309.98,20.480000000000004,330.4599999999999,593.1885715062353,0.0,100.0,35.77767672623625,0.0,True,True,True,3,全部达标,46497.0,2457.6000000000004,321809.2987766032,0.0,35142.85720498828,71999.99991845287,63.0,3287.671232876712,481257.427132921,7639.006779887635,SciPy HiGHS MILP,429015.1558571429,593.1885714285713,0.0
