场景,风电场景,光伏场景,日氨产量(t/day),总负荷电量(MWh),常规负荷电量(MWh),生产负荷电量(MWh),碱性电解槽用电量(MWh),PEM电解槽用电量(MWh),合成氨装置用电量(MWh),碱性电解槽运行时数(h),PEM电解槽运行时数(h),合成氨装置运行时数(h),碱性电解槽利用率(%),PEM电解槽利用率(%),合成氨装置利用率(%),PEM制氢占比(%),高电价时段生产用电量(MWh),风电电量(MWh),光伏电量(MWh),新能源发电量(MWh),购电量(MWh),售电量(MWh),新能源自发自用比例(%),新能源供电占比(%),上网电量比例(%),新能源自发自用比例达标,新能源供电占比达标,上网电量比例达标,达标指标数,达标状态,风电发电成本(¥/day),光伏发电成本(¥/day),购电成本(¥/day),售电收入(¥/day),碱性电解槽运维成本(¥/day),PEM电解槽运维成本(¥/day),合成氨装置运维成本(¥/day),合成氨装置资本分摊(¥/day),日净成本(¥/day),净吨氨成本(¥/t),求解器,一级最优变动净成本(¥/day),二级最小购电量(MWh),三级最小售电量(MWh)
风电5-光伏4,5,4,54.0,801.3361538461537,60.72,740.6161538461537,308.92923076923057,404.68692307692305,26.999999999999993,16,24,24,64.36025641025637,84.30977564102562,74.99999999999997,59.95361823361824,88.0744,309.98,20.480000000000004,330.4599999999999,470.87615384615367,3.552713678800501e-15,100.00000000000004,41.23862356813668,1.0750813044848096e-15,True,True,True,3,全部达标,46497.0,2457.6000000000004,225900.17284615373,1.3425704992187094e-12,30892.923076923056,60703.03846153846,53.999999999999986,3287.671232876712,369792.4056174919,6848.007511435036,SciPy HiGHS MILP,317550.13438461535,470.87615384615384,0.0
风电5-光伏4,5,4,45.0,668.2647253373602,60.72,607.5447253373602,180.35780269888278,404.6869226384774,22.499999999999996,16,24,24,37.57454222893391,84.3097755496828,62.499999999999986,71.94434180239601,88.0744,309.98,20.480000000000004,330.4599999999999,337.80472533736025,3.552713678800501e-15,100.00000000000003,49.45046288851678,1.0750813044848096e-15,True,True,True,3,全部达标,46497.0,2457.6000000000004,145072.5871699126,1.3425704992187094e-12,18035.780269888277,60703.03839577161,44.99999999999999,3287.671232876712,276098.6770684492,6135.526157076649,SciPy HiGHS MILP,223856.4058131868,337.8047252536503,0.0
风电5-光伏4,5,4,36.0,548.7199999175127,60.72,487.9999999175127,159.99999934010097,310.0000005774117,18.000000000000004,8,23,23,33.33333319585437,64.58333345362743,50.000000000000014,68.88888901720259,82.8124,309.98,20.480000000000004,330.4599999999999,226.8301993170045,8.570199399491809,94.81316988471117,58.66194063436666,2.5934150576444384,True,True,True,3,全部达标,46497.0,2457.6000000000004,77666.66024614235,3238.678353067955,15999.999934010097,46500.000086611755,36.00000000000001,3287.671232876712,189206.25314657294,5255.729254071471,SciPy HiGHS MILP,136963.9818999999,226.83019931700358,8.570199399491804
风电6-光伏1,6,1,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,206.32,509.44000000000005,715.76,431.7862,90.8262,74.62104616072426,59.13901506548566,12.689476919637869,True,True,True,3,全部达标,30948.0,61132.8,215826.12587999998,34323.220980000006,48000.0,72000.0,72.0,3287.671232876712,396943.3761328767,5513.102446289955,SciPy HiGHS MILP,301574.90489999996,431.7862,90.8262
风电6-光伏1,6,1,63.0,927.8004670865096,60.72,867.0804670865095,384.64373669207646,450.9367303944331,31.5,21,24,24,80.13411181084926,93.9451521655069,87.5,57.26180703421373,239.6742,206.32,509.44000000000005,715.76,302.8666670865095,90.8262,74.62104616072426,67.35648689231908,12.689476919637869,True,True,True,3,全部达标,30948.0,61132.8,119516.87058834588,34323.220980000006,38464.37366920765,67640.50955916496,63.0,3287.671232876712,286730.0040695952,4551.26990586659,SciPy HiGHS MILP,191361.53281758237,302.8666670329669,90.8262
风电6-光伏1,6,1,54.0,798.6738461538461,60.72,737.9538461538459,287.63076923076915,423.3230769230769,26.999999999999996,15,24,24,59.9230769230769,88.19230769230768,74.99999999999999,62.71452991452991,215.1022464778326,206.32,509.44000000000005,715.76,243.18619967601342,160.2723535221674,55.21617482894619,69.5512503824785,22.39191258552691,False,True,False,1,部分达标,30948.0,61132.8,83266.95476906699,60566.92239602707,28763.076923076915,63498.46153846153,53.99999999999999,3287.671232876712,210384.04206745507,3896.0007790269456,SciPy HiGHS MILP,115015.57082307682,243.1861996760129,160.2723535221674
风电6-光伏1,6,1,45.0,665.7199999397733,60.72,604.9999999397734,159.9999995181881,422.5000004215853,22.499999999999993,8,24,24,33.33333323295585,88.0208334211636,62.49999999999998,75.11111118605962,136.1742,206.32,509.44000000000005,715.76,243.1861995013246,293.22619956155125,18.06577636035786,63.47019775230949,40.96711181982107,False,True,False,1,部分达标,30948.0,61132.8,83266.95470925354,110810.18081431022,15999.99995181881,63375.00006323779,44.999999999999986,3287.671232876712,147245.24514287664,3272.116558730592,SciPy HiGHS MILP,51876.77389999995,243.18619950132225,293.22619956155125
风电6-光伏1,6,1,36.0,548.7199998878677,60.72,487.9999998878677,159.99999910294315,310.0000007849246,17.999999999999993,8,16,16,33.33333314644649,64.5833334968593,49.99999999999998,68.88888906331661,93.6000008163216,206.32,509.44000000000005,715.76,243.18619907154613,410.22619918367843,-14.626746167340562,55.68118546412708,57.313373083670285,False,True,False,1,部分达标,30948.0,61132.8,83266.9545620974,155024.48067151208,15999.999910294315,46500.000117738695,35.999999999999986,3287.671232876712,86146.94515149505,2392.9706986526403,SciPy HiGHS MILP,-9221.526100000043,243.1861995013231,410.22619942645014
风电6-光伏2,6,2,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,206.32,250.88,457.20000000000005,599.52,0.0,100.0,43.26595503066092,0.0,True,True,True,3,全部达标,30948.0,30105.6,322227.237,0.0,48000.0,72000.0,72.0,3287.671232876712,506640.5082328767,7036.6737254566215,SciPy HiGHS MILP,442299.23699999996,599.52,0.0
风电6-光伏2,6,2,63.0,928.114710114319,60.72,867.394710114319,387.15768091455277,448.73702919976625,31.5,21,24,24,80.65785019053183,93.48688108328463,87.5,56.98247989838302,203.39471036775697,206.32,250.88,457.20000000000005,470.91471011431906,3.552713678800501e-15,99.99999999999997,49.261152206464345,7.770589848645014e-16,True,True,True,3,全部达标,30948.0,30105.6,219034.35244514997,1.3425704992187094e-12,38715.76809145528,67310.55437996493,63.0,3287.671232876712,389464.9461494469,6181.983272213442,SciPy HiGHS MILP,325123.67488405795,470.91471011431895,0.0
风电6-光伏2,6,2,54.0,795.8718956689029,60.72,735.1518956689029,265.2151653512235,442.93673031767935,26.999999999999996,16,24,24,55.253159448171566,92.27848548284986,74.99999999999999,65.62025634335991,197.3624,206.32,250.88,457.20000000000005,338.67189566890283,3.552713678800501e-15,100.0,57.446431076164494,7.770589848645014e-16,True,True,True,3,全部达标,30948.0,30105.6,137533.7664292916,1.3425704992187094e-12,26521.51653512235,66440.5095476519,53.99999999999999,3287.671232876712,294891.0637449426,5460.945624906344,SciPy HiGHS MILP,230549.792489011,338.6718955826907,0.0
风电6-光伏2,6,2,45.0,669.6232692307691,60.72,608.9032692307691,191.22615384615375,395.1771153846153,22.499999999999993,11,24,24,39.83878205128203,82.32856570512818,62.49999999999998,70.25370940170941,160.17326965214,206.32,250.88,457.20000000000005,257.2661995786291,44.84293034786002,80.38367001405948,61.580457042037374,9.808164992970257,True,True,True,3,全部达标,30948.0,30105.6,88087.9467357226,16946.1433784563,19122.615384615376,59276.5673076923,44.999999999999986,3287.671232876712,213927.25728245068,4753.9390507211265,SciPy HiGHS MILP,149585.98603461537,257.26619957862886,44.84293034786002
风电6-光伏2,6,2,36.0,548.7199999397735,60.72,487.99999993977355,159.99999951818842,310.0000004215851,18.0,8,16,16,33.33333323295592,64.58333342116357,50.0,68.88888898257447,97.98980043844854,206.32,250.88,457.20000000000005,257.266199501325,165.74619956155146,27.4951008042207,53.1152136737203,36.252449597889644,False,True,False,1,部分达标,30948.0,30105.6,88087.94670925368,62635.4888143103,15999.999951818842,46500.00006323777,36.0,3287.671232876712,152329.72914287672,4231.381365079909,SciPy HiGHS MILP,87988.45789999998,257.26619950132664,165.74619956155146
风电6-光伏3,6,3,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,206.32,85.12,291.44,765.28,0.0,100.00000000000003,27.579680520856993,0.0,True,False,True,2,部分达标,30948.0,10214.400000000001,443252.261,0.0,48000.0,72000.0,72.0,3287.671232876712,607774.3322328768,8441.310169901066,SciPy HiGHS MILP,563324.261,765.28,0.0
风电6-光伏3,6,3,63.0,923.648571428571,60.72,862.928571428571,351.4285714285712,479.99999999999983,31.499999999999986,18,24,24,73.21428571428567,99.99999999999997,87.49999999999996,60.952380952380956,198.92857165610133,206.32,85.12,291.44,632.2085714285711,0.0,99.99999999999997,31.55312626632889,0.0,True,True,True,3,全部达标,30948.0,10214.400000000001,336475.74675865384,0.0,35142.85714285712,71999.99999999997,62.99999999999997,3287.671232876712,488131.6751343877,7748.121827529963,SciPy HiGHS MILP,443681.60385714273,632.208571428571,0.0
风电6-光伏3,6,3,54.0,800.6537362637359,60.72,739.9337362637359,303.46989010988983,409.46384615384613,26.99999999999999,16,24,24,63.22289377289372,85.30496794871794,74.99999999999997,60.661310541310556,93.0424,206.32,85.12,291.44,509.21373626373594,3.552713678800501e-15,100.0,36.40025479179172,1.2190206144662712e-15,True,True,True,3,全部达标,30948.0,10214.400000000001,241120.88040659323,1.3425704992187094e-12,30346.989010988982,61419.57692307692,53.99999999999998,3287.671232876712,377391.51757353585,6988.731806917331,SciPy HiGHS MILP,332941.4463406594,509.2137362323914,0.0
风电6-光伏3,6,3,45.0,667.5823077592487,60.72,606.8623077592488,174.89846207399202,409.46384568525673,22.49999999999999,9,24,24,36.43717959874834,85.30496785109514,62.499999999999964,72.7935725662679,93.0424,206.32,85.12,291.44,376.1423077592488,3.552713678800501e-15,99.99999999999996,43.65604010361259,1.2190206144662712e-15,True,True,True,3,全部达标,30948.0,10214.400000000001,160293.29473296768,1.3425704992187094e-12,17489.8462073992,61419.57685278851,44.99999999999998,3287.671232876712,283697.7890260321,6304.395311689602,SciPy HiGHS MILP,239247.71776923075,376.1423076923074,0.0
风电6-光伏3,6,3,36.0,548.72,60.72,488.0,159.99999999999997,310.0,18.0,8,24,24,33.33333333333333,64.58333333333334,50.0,68.88888888888889,93.04239999999999,206.32,85.12,291.44,257.28,7.105427357601002e-15,100.00000000000003,53.112698644117216,2.4380412289325425e-15,True,True,True,3,全部达标,30948.0,10214.400000000001,88096.32899999998,2.685140998437419e-12,15999.999999999996,46500.0,36.0,3287.671232876712,195082.4002328767,5418.955562024353,SciPy HiGHS MILP,150632.329,257.27999999179923,0.0
风电6-光伏4,6,4,72.0,1056.72,60.72,996.0,480.0,480.0,36.0,24,24,24,100.0,100.0,100.0,53.333333333333336,332.0,206.32,20.480000000000004,226.8,829.92,0.0,100.00000000000003,21.462639109697935,0.0,True,False,True,2,部分达标,30948.0,2457.6000000000004,490501.797,0.0,48000.0,72000.0,72.0,3287.671232876712,647267.0682328767,8989.820392123287,SciPy HiGHS MILP,610573.797,829.92,0.0
风电6-光伏4,6,4,63.0,923.648571428571,60.72,862.9285714285711,351.4285714285711,479.99999999999994,31.499999999999986,18,24,24,73.21428571428564,99.99999999999999,87.49999999999996,60.95238095238097,198.92857168033177,206.32,20.480000000000004,226.8,696.848571428571,0.0,100.00000000000003,24.554793567126655,0.0,True,False,True,2,部分达标,30948.0,2457.6000000000004,383725.28276337875,0.0,35142.85714285711,71999.99999999999,62.99999999999997,3287.671232876712,527624.4111391125,8374.990653001787,SciPy HiGHS MILP,490931.1398571428,696.8485714285711,0.0
风电6-光伏4,6,4,54.0,802.7199999644133,60.72,741.9999999644133,319.9999997153092,395.0000002491042,26.999999999999986,16,24,24,66.66666660735608,82.29166671856338,74.99999999999996,58.51851855542286,78.00000025906841,206.32,20.480000000000004,226.8,575.9199999644134,0.0,99.99999999999997,28.25393661675985,0.0,True,False,True,2,部分达标,30948.0,2457.6000000000004,286692.197028903,0.0,31999.999971530917,59250.00003736563,53.99999999999997,3287.671232876712,414689.46827067627,7679.434597605116,SciPy HiGHS MILP,377996.197,575.9199999644135,0.0
风电6-光伏4,6,4,45.0,672.8734889845457,60.72,612.1534889845457,217.22791187636855,372.42557710817727,22.49999999999999,11,24,24,45.25581497424345,77.58866189753692,62.499999999999964,66.20899148589821,54.5226001925044,206.32,20.480000000000004,226.8,446.07348898454575,0.0,99.99999999999997,33.70618752453317,0.0,True,True,True,3,全部达标,30948.0,2457.6000000000004,203245.33324675148,0.0,21722.791187636856,55863.83656622659,44.99999999999998,3287.671232876712,317570.23223349167,7057.1162718553705,SciPy HiGHS MILP,280876.96097252745,446.07348898454575,0.0
风电6-光伏4,6,4,36.0,548.7199999999998,60.72,487.9999999999998,160.0,309.9999999999998,17.999999999999993,8,24,24,33.33333333333333,64.58333333333329,49.99999999999998,68.88888888888887,54.5226,206.32,20.480000000000004,226.8,321.9199999999998,3.552713678800501e-15,100.0,41.33255576614668,1.5664522393300268e-15,True,True,True,3,全部达标,30948.0,2457.6000000000004,127834.50399999987,1.3425704992187094e-12,16000.0,46499.99999999996,35.999999999999986,3287.671232876712,227063.77523287656,6307.3270898021265,SciPy HiGHS MILP,190370.50399999996,321.91999998963547,0.0
